"","eventid","iyear","imonth","iday","approxdate","extended","resolution","country","country_txt","region","region_txt","provstate","city","latitude","longitude","specificity","vicinity","location","summary","crit1","crit2","crit3","doubtterr","alternative","alternative_txt","multiple","success","suicide","attacktype1","attacktype1_txt","attacktype2","attacktype2_txt","attacktype3","attacktype3_txt","targtype1","targtype1_txt","targsubtype1","targsubtype1_txt","corp1","target1","natlty1","natlty1_txt","targtype2","targtype2_txt","targsubtype2","targsubtype2_txt","corp2","target2","natlty2","natlty2_txt","targtype3","targtype3_txt","targsubtype3","targsubtype3_txt","corp3","target3","natlty3","natlty3_txt","gname","gsubname","gname2","gsubname2","gname3","gsubname3","motive","guncertain1","guncertain2","guncertain3","individual","nperps","nperpcap","claimed","claimmode","claimmode_txt","claim2","claimmode2","claimmode2_txt","claim3","claimmode3","claimmode3_txt","compclaim","weaptype1","weaptype1_txt","weapsubtype1","weapsubtype1_txt","weaptype2","weaptype2_txt","weapsubtype2","weapsubtype2_txt","weaptype3","weaptype3_txt","weapsubtype3","weapsubtype3_txt","weaptype4","weaptype4_txt","weapsubtype4","weapsubtype4_txt","weapdetail","nkill","nkillus","nkillter","nwound","nwoundus","nwoundte","property","propextent","propextent_txt","propvalue","propcomment","ishostkid","nhostkid","nhostkidus","nhours","ndays","divert","kidhijcountry","ransom","ransomamt","ransomamtus","ransompaid","ransompaidus","ransomnote","hostkidoutcome","hostkidoutcome_txt","nreleased","addnotes","scite1","scite2","scite3","dbsource","INT_LOG","INT_IDEO","INT_MISC","INT_ANY","related","attackdecade","date","DOM_I"
"220",201002180013,2010,"February",18,"",0,"",217,"United States",1,"North America","Texas","Austin",30.267605,-97.742984,1,0,"","02/18/2010: On Thursday, in Austin, Texas, United States, Joseph Stack flew his private plane into the Internal Revenue Service building, igniting a fire throughout the seven-story building. He had problems with the IRS in the past and believed ""violence was the only answer."" Stack died on impact. Several workers were wounded and one was killed. The building was destroyed.",1,1,1,0,NA,"",0,1,1,7,"Facility/Infrastructure Attack",NA,"",NA,"",2,"Government (General)",21,"Government Building/Facility/Office","Internal Revenue Service","The target was the Internal Revenue Service building.",217,"United States",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Anti-Government extremists","","","","","","The specific motive for the attack is unknown.",0,NA,NA,1,1,0,0,NA,"",NA,NA,"",NA,NA,"",NA,10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","A private plane was used as a missile in the attack.",2,2,1,15,15,0,1,2,"Major (likely > $1 million but < $1 billion)",NA,"The attack severely damaged the building.",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,"",NA,"","Fox News, ""Pilot Crashers into Texas Building in Apparent Anti-IRS Suicide,"" http://www.foxnews.com/story/0,2933,586581,00.html (February 18, 2010.)","Associated Press, ""Crews Find Body in Building Where Plane Crashed,"" LexisNexis Academic, Associated Press, February 19, 2010.","Xinhua News Agency, ""Austin Small Plance Crash Not Act of Terrorism,"" LexisNexis Academic, Xinhua News Agency, February 18, 2010.","ISVG",-9,-9,0,-9,"","2010","February, 18, 2010","Right-Wing"
"221",201003040016,2010,"March",4,"",0,"",217,"United States",1,"North America","Virginia","Arlington",38.871857,-77.056267,1,0,"At the entrance gates to the Pentagon","3/4/2010: At roughly 6:40 p.m., John Patrick Bedell walked up to the entrance of the Pentagon- in Arlington, Virginia, United States- drew out a gun and fired, wounding two police officers. Bedell was shot and critically wounded.  He later died of his wounds in the hospital.  The two police officers had non-life-threatening injuries and survived.",1,1,1,0,NA,"",0,1,0,2,"Armed Assault",NA,"",NA,"",2,"Government (General)",21,"Government Building/Facility/Office","United States Government","Pentagon Building",217,"United States",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Anti-Government extremists","","","","","","The specific motive is unknown; however, Bedell had a number of postings and videos on the internet in which he criticized government policies in many different areas and discussed various conspiracy theories.  He made no statement before, or at the time of, the shooting to indicate his exact motivation.",1,NA,NA,1,1,1,1,9,"Other",NA,NA,"",NA,NA,"",0,5,"Firearms",3,"Handgun",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","",1,1,1,2,0,0,0,NA,"",NA,"",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,"",NA,"The mental state of Bedell and his motive for the attack are unclear.  Before the attack occurred, Bedells parents (with whom he was living) had informed authorities that their son was mentally unstable.  Drug use and increasing paranoia greatly concerned Bedell's parents.","Allison Klein, Clarence Williams, and Martin Weil, ""2 officers shot at Pentagon's main entrance; suspect also wounded Motive unclear in Rush hour incident"", The Washington Post, March 5, 2010.","Anahad O'Connor and Ian Urbina, ""Gunman Wounds Two Pentagon Officers in Shootout at Subway Entrance"", The New York Times, March 5, 2010.","Gordon Lubold, ""Col. James Sabow: Pentagon shooter was obsessed with 1991 case; Pentagon shooter John Patrick Bedell was drawn to the 1991 case of Marine Corps Col. James Sabow.  Investigators sais the officer committed suicide, but others- including his brother- are sure he was murdered"", The Christian Science Monitor, March 5, 2010.","UMD Miscellaneous",-9,-9,0,-9,"","2010","March, 4, 2010","Right-Wing"
"222",201009010022,2010,"September",1,"",0,"",217,"United States",1,"North America","Maryland","Silver Spring",38.995508,-77.028075,1,0,"The incident occurred at 1 Discovery Place at the corner of Georgia Avenue and Colesville Road in Silver Spring, MD","09/01/2010: James Lee took three hostages, two employees and the security guard, at the Discovery Communications headquarters building in Silver Spring, Maryland in the United States. Lee entered the building at about 1:00pm waving a starter pistol (which was believed to be a gun at the time), with four crude explosive strapped to his body, two were propane cylinders with pipes attached that contained shotgun shells, and the other two were pipe bombs.  Lee also had a second starter pistol on him as he held the hostages for four hours as negotiators spoke with him. Lee was motivated by his disapproval of the Discovery network's television programming and in his manifesto on the internet, he laid out 11 demands for the network to change it's programming to focus on sterilization and infertility of humans rather than showcasing overpopulation, and Lee viewed the shows to be doing little to save the planet. When one hostage tried to run, Lee pointed a pistol at him, at which time Lee was shot to death by police snipers.  All three hostages were freed unharmed and the rest of the 1,900 employees of the building were able to escape unharmed as well.",1,1,1,0,NA,"",0,1,1,5,"Hostage Taking (Barricade Incident)",NA,"",NA,"",10,"Journalists & Media",55,"Television Journalist/Staff/Facility","Discovery Communications","Discovery Communications headquarters offices and employees",217,"United States",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Unknown","","","","","","Lee opposed the programming of the Discovery channel, which he felt promoted overpopulation. Instead, he felt that the program should showcase more shows on infertility and sterilization to curb the growth of the human population. Additionally, he felt that shows did little in the way of promoting ways to save the planet.",0,NA,NA,1,1,0,0,NA,"",NA,NA,"",NA,NA,"",NA,6,"Explosives/Bombs/Dynamite",13,"Suicide (carried bodily by human being)",7,"Fake Weapons",NA,"",NA,"",NA,"",NA,"",NA,"","two starter pistols, four IEDs (two propane cylinders strapped to body with pipes holding shotgun shells, and two pipe bombs)",1,1,1,0,0,0,0,NA,"",NA,"",1,3,3,4,0,"","",0,NA,NA,NA,NA,"",5,"Successful Rescue",3,"Articles disagree as to whether or not an explosive device strapped on Lee actually detonated as he was shot by police, or if it was disarmed afterward. Four more bombs were also found at a residence in Maryland.  In 2008, Lee pled guilty to disorderly conduct for protesting outside the Discovery building.","CNN Staff, ""Gunman at Discovery Channel HQ shot dead, hostages rescued,"" CNN.com, September 1, 2010.","""Gunman's body removed from Discovery building,"" Associated Press Online, September 2, 2010.","""More Bombs Found in Discovery Standoff Case,"" MSNBC.com, September 2, 2010.","UMD Miscellaneous",-9,-9,0,-9,"","2010","September, 1, 2010","Unknown"
"223",201208050006,2012,"August",5,"",0,"",217,"United States",1,"North America","Wisconsin","Oak Creek",42.88585,-87.863136,1,0,"The incident occurred 15km south of Milwaukee","08/05/2012: Wade Michael Page attacked a Sikh temple in Oak Creek, Wisconsin, United States. At least six people were killed and four others wounded before Page was shot by a responding police officer and subsequently died from a self-inflicted gunshot wound. No group claimed responsibility for the incident; however, the assailant was a member of a white supremacist organization.",1,1,1,0,NA,"",0,1,0,2,"Armed Assault",NA,"",NA,"",15,"Religious Figures/Institutions",86,"Place of Worship","Sikh Temple of Wisconsin","Sikh Temple",217,"United States",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","White extremists","","","","","","",0,NA,NA,0,1,0,0,NA,"",NA,NA,"",NA,NA,"",NA,5,"Firearms",5,"Unknown Gun Type",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","",7,6,1,4,4,0,0,NA,"",NA,"",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,"",NA,"Casualty numbers conflict for this attack.","""3   shot   at temple remain in critical condition,"" The Associated Press State & Local Wire, August 6, 2012.","""(adding fresh inputs about the shooter's identity),"" Press Trust of India, August 6, 2012.","""Sikh temple shooter had white supremacist ties: FBI,"" Agence France Presse, August 6, 2012.","START Primary Collection",-9,-9,0,-9,"","2010","August, 5, 2012","Right-Wing"
"224",201302030025,2013,"February",7,"",0,"",217,"United States",1,"North America","California","Corona",33.875294,-117.566438,1,0,"The incident occurred in Riverside County.","02/07/2013: An assailant opened fire on two Riverside police officers in Corona, California, United States. One police officer died and the other officer was wounded in the asault. The perpetrator, Christopher Dorner, posted a lengthy statement online detailing his grievances, including both his personal frustrations regarding his dismissal from the Los Angeles Police Department (LAPD) as well as what he viewed as excessive use of force and racism in policing. This attack took place in the context of an extensive manhunt for Dorner, who carried out an initial attack on February 3 against targets he selected in retaliation for the decision to fire him. Following the manhunt, police located and surrounded Dorner in a remote cabin where he had died of a self-inflicted gunshot wound.",0,1,1,1,2,"Other Crime Type",0,1,0,2,"Armed Assault",NA,"",NA,"",3,"Police",25,"Police Security Forces/Officers","Riverside Police","Officers",217,"United States",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Anti-Police extremists","","","","","","Prior to the incident, ex-Los Angeles Police Department (LAPD) officer Christopher Dorner claimed responsibility in an online manifesto, stating that he was engaging in a war on the LAPD for their alleged corruption and injustice towards racial minorities.",0,NA,NA,1,1,0,1,8,"Personal claim",NA,NA,"",NA,NA,"",NA,5,"Firearms",4,"Rifle/Shotgun (non-automatic)",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","A rifle was used in the attack.",1,1,0,1,1,0,0,NA,"",NA,"",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,"",NA,"There is doubt that this incident meets terrorism-related criteria. Sources noted that in the manifesto Dorner highlighted personal frustrations, which may make this incident a purely criminal act.","""Key events in hunt for former Los Angeles police officer, suspected of killing 4,"" Associated Press Newswires, February 14, 2013.","""Manifesto: Personal, career woes fuel anger for ex-Los Angeles cop who is suspected killer,"" Associated Press Newswires, February 8, 2013.","""Fugitive ex-LAPD cop charged with officer's murder as fans create Facebook pages - and Charlie Sheen reaches out,"" Postmedia Breaking News, February 12, 2013.","START Primary Collection",-9,-9,0,-9,"","2010","February, 7, 2013","Single Issue"
"225",201304150001,2013,"April",15,"",0,"",217,"United States",1,"North America","Massachusetts","Boston",42.350265,-71.080976,1,0,"The incident occurred on Boylston Street in the Back Bay area of the city.","04/15/2013: An explosive device consisting of a pressure cooker, nails, BBs, and a detonator fashioned from the remote control of a toy car detonated near the finish line of the Boston Marathon on Boylston Street in the Back Bay neighborhood of Boston, Massachusetts, United States. This was the first of two similar bombs that detonated approximately 12 seconds and 100 yards apart. The detonation of first device, which was located near Marathon Sports, killed spectator Krystle Campbell. Approximately 264 others were wounded in the two attacks. The alleged assailants of the blasts were later identified as Tamerlan and Dzhokhar Tsarnaev, brothers who immigrated to the United States from Russia in 2002 and 2003. On April 19, 2013, as part of an attempt to flee the Boston area, the assailants were involved in a shootout with police that resulted in the death of Tamerlan Tsarnaev. Dzhokhar Tsarnaev was arrested later that evening after he was discovered hiding in a boat that was parked in a Watertown, Massachusetts resident's backyard. Tsarnaev had written a claim of responsibility on the side of the boat. On July 10, 2013, Dzhokhar Tsarnaev pleaded not guilty to 30 federal counts related to the attack, including one for the use of a weapon of mass destruction. Tsarnaev was ultimately found guilty on all counts, and sentenced to the death penalty on June 24, 2015.",1,1,1,0,NA,"",1,1,0,3,"Bombing/Explosion",NA,"",NA,"",14,"Private Citizens & Property",78,"Procession/Gathering (funeral, wedding, birthday, religious)","Not Applicable","Boston Marathon",217,"United States",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Muslim extremists","","","","","","Dzhokhar Tsarnaev, an unaffiliated individual, claimed responsibility for the incident and stated that the attack was carried out in response to his belief that the United Sttaes (US) was allegedly killing innocent members of the Muslim community.",0,NA,NA,1,2,1,1,8,"Personal claim",NA,NA,"",NA,NA,"",NA,6,"Explosives/Bombs/Dynamite",12,"Remote Trigger",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","A remote-controlled pressure-cooker bomb containing nails and BBs was used in the attack",1,1,0,132,NA,0,1,4,"Unknown",-99,"Nearby shops and buildings were damaged in this attack.",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,"",NA,"Casualty numbers for this incident conflict across sources.","""Boston Marathon Terror Attack Fast Facts,"" CNN Wire, July 11, 2013.","""Timeline: The Boston Marathon bombing, manhunt and investigation,"" CNN Wire, May 2, 2013.","""Image of Krystle Campbell will stay with Tsarnaev jurors,"" The Boston Globe, March 26, 2015.","START Primary Collection",-9,-9,0,-9,"201304150001, 201304150002","2010","April, 15, 2013","Religious"
"226",201304150002,2013,"April",15,"",0,"",217,"United States",1,"North America","Massachusetts","Boston",42.350265,-71.080976,1,0,"The incident occurred on Boylston Street in the Back Bay area of the city.","04/15/2013: An explosive device consisting of a pressure cooker, nails, BBs, and a detonator fashioned from the remote control of a toy car went off near the finish line of the Boston Marathon on Boylston Street in the Back Bay neighborhood of Boston, Massachusetts, United States. This was the second of two similar bombs that detonated approximately 12 seconds and 100 yards apart. The detonation of second device, which was located near Forum Restaurant, killed spectators Martin Richard and Lingzi Lu. Approximately 264 others were wounded in the two attacks. The alleged assailants of the blasts were later identified as Tamerlan and Dzhokhar Tsarnaev, brothers who immigrated to the United States from Russia in 2002 and 2003. On April 19, 2013, as part of an attempt to flee the Boston area, the assailants were involved in a shootout with police that resulted in the death of Tamerlan Tsarnaev. Dzhokhar Tsarnaev was arrested later that evening after he was discovered hiding in a boat that was parked in a Watertown, Massachusetts resident's backyard. Tsarnaev had written a claim of responsibility on the side of the boat. On July 10, 2013, Dzhokhar Tsarnaev pleaded not guilty to 30 federal counts related to the attack, including one for the use of a weapon of mass destruction. Tsarnaev was ultimately found guilty on all counts, and sentenced to the death penalty on June 24, 2015.",1,1,1,0,NA,"",1,1,0,3,"Bombing/Explosion",NA,"",NA,"",14,"Private Citizens & Property",78,"Procession/Gathering (funeral, wedding, birthday, religious)","Not Applicable","Boston Marathon",217,"United States",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Muslim extremists","","","","","","Dzhokhar Tsarnaev, an unaffiliated individual, claimed responsibility for the incident and stated that the attack was carried out in response to his belief that the United Sttaes (US) was allegedly killing innocent members of the Muslim community.",0,NA,NA,1,2,1,1,8,"Personal claim",NA,NA,"",NA,NA,"",NA,6,"Explosives/Bombs/Dynamite",12,"Remote Trigger",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","A remote-controlled pressure-cooker bomb containing nails and BBs was used in the attack",2,1,0,132,NA,0,1,4,"Unknown",-99,"Nearby shops and buildings were damaged in this attack.",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,"",NA,"Casualty numbers for this incident conflict across sources.","""Boston Marathon Terror Attack Fast Facts,"" CNN Wire, July 11, 2013.","""Timeline: The Boston Marathon bombing, manhunt and investigation,"" CNN Wire, May 2, 2013.","""What Boston Marathon Bombing Suspect Dzhokhar Tsarnaev Wrote in Blood-Stained Boat,"" ABC News, March 10, 2015.","START Primary Collection",-9,-9,0,-9,"201304150002, 201304150001","2010","April, 15, 2013","Religious"
"227",201304170041,2013,"April",17,"",0,"",217,"United States",1,"North America","Texas","West",31.816677,-97.087902,1,0,"","04/17/2013: Assailants set fire to the West Fertilizer Company plant in West, Texas, United States. The subsequent explosion killed 15 people and injured at least an additional 151. No group claimed responsibility for the attack. On May 11, 2016 investigators announced that the fire was set intentionally; however, no suspects were announced.",0,1,1,1,2,"Other Crime Type",0,1,0,7,"Facility/Infrastructure Attack",NA,"",NA,"",1,"Business",5,"Industrial/Textiles/Factory","West Fertilizer Company","Fertilizer Plant",217,"United States",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Unknown","","","","","","",0,NA,NA,0,-99,0,0,NA,"",NA,NA,"",NA,NA,"",NA,8,"Incendiary",18,"Arson/Fire",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","",15,15,0,151,151,0,1,4,"Unknown",-99,"A fertilizer plant, 193 houses, three schools, an apartment complex, and a nursing home were damaged in this attack.",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,"",NA,"There is doubt that this incident meets terrorism-related criteria. Source did not indicate that this attack was politically motivated.","""Fire That Left 15 Dead at Texas Fertilizer Plant Is Ruled Intentional,"" The New York Times, May 11, 2016.","""Officials: Fire, explosion at Texas plant in 2013 was result of criminal act,"" UPI, May 11, 2016.","","START Primary Collection",-9,-9,0,-9,"","2010","April, 17, 2013","Unknown"
"228",201304180001,2013,"April",18,"",0,"",217,"United States",1,"North America","Massachusetts","Cambridge",42.359606,-71.093134,1,0,"","04/18/2013: A Massachusetts Institute of Technology (MIT) police officer, Sean Collier, was shot and killed by gunmen on the MIT campus in Cambridge, Massachusetts, United States. The suspected assailants of the attack were later identified as Tamerlan and Dzhokhar Tsarnaev, who are believed to also be responsible for the double bomb attack near the finish line of the Boston Marathon that took place on April 15, 2013. Shortly after the killing of Collier, the suspects were involved in a shootout with police as they attempted to flee the Boston area. Tamerlan Tsarnaev was killed in the firefight. Dzhokhar Tsarnaev was arrested later that evening after he was discovered hiding in a boat that was parked in a Watertown, Massachusetts resident's backyard. Tsarnaev had written a claim of responsibility on the side of the boat. On July 10, 2013, Dzhokhar Tsarnaev pleaded not guilty to 30 federal counts related to the killing of Collier and the marathon attacks.",1,1,1,0,NA,"",0,1,0,2,"Armed Assault",NA,"",NA,"",8,"Educational Institution",50,"Other Personnel","Massachusetts Institute of Technology (MIT)","Security Officer: Sean Collier",217,"United States",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Muslim extremists","","","","","","Dzhokhar Tsarnaev, an unaffiliated individual, claimed responsibility for the incident and stated that the attack was carried out in response to his belief that the United Sttaes (US) was allegedly killing innocent members of the Muslim community.",0,NA,NA,1,2,1,1,8,"Personal claim",NA,NA,"",NA,NA,"",NA,5,"Firearms",5,"Unknown Gun Type",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","",1,1,0,0,0,0,0,NA,"",NA,"",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,"",NA,"","""Boston Marathon Terror Attack Fast Facts,"" CNN Wire, July 11, 2013.","""Timeline: The Boston Marathon bombing, manhunt and investigation,"" CNN Wire, May 2, 2013.","""What Boston Marathon Bombing Suspect Dzhokhar Tsarnaev Wrote in Blood-Stained Boat,"" ABC News, March 10, 2015.","START Primary Collection",-9,-9,0,-9,"","2010","April, 18, 2013","Religious"
"229",201304190009,2013,"April",19,"",0,"",217,"United States",1,"North America","Massachusetts","Watertown",42.370888,-71.182911,1,0,"","04/19/2013: Police thwarted a potential bomb attack when they engaged in a firefight with the alleged assailants of the Boston Marathon bombings, Tamerlan and Dzhokhar Tsarnaev, in Watertown, Massachusetts, United States. Shortly after hijacking a civilian vehicle, the suspects were confronted by police, leading to a firefight that resulted in the death of Tamerlan Tsarnaev. Dzhokhar Tsarnaev and 16 police officers were injured in the exchange. One of the injured officers,  Dennis Simmonds, succumbed to his injuries on April 10, 2014. During the encounter, the suspects hurled explosives at the officers. It was later revealed that the Tsarnaev brothers were plotting to use the explosives to carry out an attack in an unconfirmed location. Dzhokhar Tsarnaev was arrested later that evening after he was discovered hiding in a boat that was parked in a Watertown, Massachusetts, resident's backyard. Tsarnaev had written a claim of responsibility on the side of the boat. On July 10, 2013, Dzhokhar Tsarnaev pleaded not guilty to 30 federal counts related to the Boston attacks, including one for the use of a weapon of mass destruction.",1,1,1,0,NA,"",0,1,0,4,"Hijacking",3,"Bombing/Explosion",NA,"",20,"Unknown",NA,"","Unknown","Unknown",217,"United States",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Muslim extremists","","","","","","Dzhokhar Tsarnaev, an unaffiliated individual, claimed responsibility for the incident and stated that the attack was carried out in response to his belief that the United Sttaes (US) was allegedly killing innocent members of the Muslim community.",0,NA,NA,1,2,1,1,5,"Note left at scene",NA,NA,"",NA,NA,"",NA,6,"Explosives/Bombs/Dynamite",17,"Other Explosive Type",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","A pressure cooker bomb and five pipe bombs were to be used in the attack.",2,1,1,16,16,1,1,3,"Minor (likely < $1 million)",-99,"An unknown number of vehicles were damaged in this attack.",1,1,1,1,NA,"","",0,NA,NA,NA,NA,"",3,"Hostage(s) escaped (not during rescue attempt)",1,"","""Timeline: The Boston Marathon bombing, manhunt and investigation,"" CNN Wire, May 2, 2013.","""What Boston Marathon Bombing Suspect Dzhokhar Tsarnaev Wrote in Blood-Stained Boat,"" ABC News, March 10, 2015.","""2nd Bombing Suspect Caught After Frenzied Hunt Paralyzes Boston,"" NYTimes.com Feed, April 20, 2013.","START Primary Collection",-9,-9,0,-9,"","2010","April, 19, 2013","Religious"
"230",201311010046,2013,"November",1,"",0,"",217,"United States",1,"North America","California","Los Angeles",33.941589,-118.40853,1,0,"","11/01/2013: An assailant opened fire on Transportation Security Administration (TSA) agents inside Terminal 3 at Los Angeles International Airport (LAX) in Los Angeles, California, United States. At least one agent was killed and four others, including agents and civilians, were wounded in the assault. TSA agents returned fire and injured the assailant. Paul Ciancia claimed responsibility for the incident, stating, in a note found in his apartment, that he wanted to kill and to instill fear in TSA officers.",1,1,1,0,NA,"",0,1,0,2,"Armed Assault",NA,"",NA,"",6,"Airports & Aircraft",44,"Airport","Los Angeles International Airport (LAX)","Terminal 3",217,"United States",2,"Government (General)",2,"Restaurant/Bar/Café","Transportation Security Administration (TSA)","Agents",217,"United States",NA,"",NA,"","","",NA,"","Anti-Government extremists","","","","","","Paul Ciancia claimed responsibility for the incident and stated that he wanted to instill fear on Transportation Security Administration (TSA) officers.",0,NA,NA,1,1,1,1,9,"Other",NA,NA,"",NA,NA,"",NA,5,"Firearms",2,"Automatic Weapon",5,"Firearms",3,"Handgun",NA,"",NA,"",NA,"",NA,"","A .223 caliber assault rifle and a handgun were used in the attack.",1,1,0,4,4,1,-9,NA,"",NA,"It is unknown if any property was damaged in this attack.",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,"",NA,"","""FBI: LAX shooter wanted to kill TSA officers,"" CNN, November 5, 2013.","""Sources: Alleged shooter hated government, 'New World Order',"" CNN.com, November 3, 2013.","""The LAX shootings, as they happened,"" CBS News, November 4, 2013.","START Primary Collection",-9,-9,0,-9,"","2010","November, 1, 2013","Right-Wing"
"231",201404130060,2014,"April",13,"",0,"",217,"United States",1,"North America","Kansas","Overland Park",38.982228,-94.670792,1,0,"","04/13/2014: An assailant opened fire on civilians outside of a Jewish community center in Overland Park, Kansas, United States. Two people were killed in the attack. This was one of two attacks carried out by the assailant within a few minutes of each other in the same area; the assailant targeted a nearby retirement home in the second attack. No group claimed responsibility for the incident; however, officials arrested a former Ku Klux Klan member who had shouted ""Heil Hitler"" following the arrest.",1,1,1,0,NA,"",1,1,0,2,"Armed Assault",NA,"",NA,"",15,"Religious Figures/Institutions",87,"Affiliated Institution","Jewish Community Center of Greater Kansas City","Community Center",217,"United States",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","White extremists","","","","","","An unaffiliated individual, identified as Frazier Glenn Cross, claimed responsibility for the incident and stated that he intended to target members of the Jewish community in the attack.",0,NA,NA,1,1,1,1,8,"Personal claim",NA,NA,"",NA,NA,"",NA,5,"Firearms",3,"Handgun",5,"Firearms",4,"Rifle/Shotgun (non-automatic)",NA,"",NA,"",NA,"",NA,"","A Remington 870 shotgun and a handgun were used in the attack.",2,2,0,0,0,0,0,NA,"",NA,"",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,"",NA,"","""Judge sentences Frazier Glenn Cross to death,"" CNN.com, November 11, 2015.","""White supremacist held in shooting,"" BBC, April 14, 2014.","""Three dead in Kansas City shootings,"" BBC, April 13, 2014.","START Primary Collection",-9,-9,0,-9,"201404130060, 201404130061","2010","April, 13, 2014","Right-Wing"
"232",201404130061,2014,"April",13,"",0,"",217,"United States",1,"North America","Kansas","Overland Park",38.982228,-94.670792,1,0,"","04/13/2014: An assailant opened fire on civilians outside of a Jewish retirement home in Overland Park, Kansas, United States. One person was killed in the attack. This was one of two incidents carried out by the assailant within a few minutes of each other in the same area; the assailant targeted a nearby community center in the first attack. No group claimed responsibility for the incident; however, officials arrested a former Ku Klux Klan member who had shouted ""Heil Hitler"" following the arrest.",1,1,1,0,NA,"",1,1,0,2,"Armed Assault",NA,"",NA,"",15,"Religious Figures/Institutions",87,"Affiliated Institution","Village Shalom","Jewish Retirement Home",217,"United States",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","White extremists","","","","","","An unaffiliated individual, identified as Frazier Glenn Cross, claimed responsibility for the incident and stated that he intended to target members of the Jewish community in the attack.",0,NA,NA,1,1,1,1,8,"Personal claim",NA,NA,"",NA,NA,"",NA,5,"Firearms",3,"Handgun",5,"Firearms",4,"Rifle/Shotgun (non-automatic)",NA,"",NA,"",NA,"",NA,"","A Remington model 870 shotgun and a handgun were used in the attack.",1,1,0,0,0,0,0,NA,"",NA,"",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,"",NA,"","""Judge sentences Frazier Glenn Cross to death,"" CNN.com, November 11, 2015.","""White supremacist held in shooting,"" BBC, April 14, 2014.","""Three dead in Kansas City shootings,"" BBC, April 13, 2014.","START Primary Collection",-9,-9,0,-9,"201404130061, 201404130060","2010","April, 13, 2014","Right-Wing"
"233",201404270057,2014,"April",27,"",0,"",217,"United States",1,"North America","Washington","Seattle",47.492418,-122.239106,1,0,"The incident occurred in the Bryn Mawr-Skyway suburb of Seattle.","04/27/2014: An assailant shot and killed a civilian, Leroy Henderson in Skyway neighborhood, Seattle, Washington, United States. Prosecutors later indicted Ali Muhammad Brown for the murder of Henderson. Authorities claim that Brown committed the act to punish the United States for its involvement in Iraq and Afghanistan. Brown has been indicted on murder charges for two similar attacks that occurred in Washington and New Jersey in 2014.",1,1,1,0,NA,"",0,1,0,2,"Armed Assault",NA,"",NA,"",14,"Private Citizens & Property",68,"Named Civilian","Not Applicable","Civilian: Leroy Henderson",217,"United States",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Jihadi-inspired extremists","","","","","","Ali Muhammad Brown claimed responsibility for the incident and stated later, at his trial, that the attacks were in response to the foreign policy decisions made by the United States.",0,NA,NA,1,1,1,1,8,"Personal claim",NA,NA,"",NA,NA,"",NA,5,"Firearms",5,"Unknown Gun Type",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","",1,1,0,0,0,0,0,NA,"",NA,"",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,"",NA,"","""Prosecutor: Seattle man charged with killing 4 was on terrorism watch list,"" Seattle Times, January 20, 2016.","""UR student might have been slain as 'vengeance' for U.S. military action,"" Richmond Times Dispatch, September 15, 2014.","""NJ student's accused killer also charged with 3 murders in Wash.,"" CBS News, August 21, 2014.","START Primary Collection",-9,-9,0,-9,"","2010","April, 27, 2014","Religious"
